t=GEN r=15 c=13
:::
 -1.9e+03 -3.7e+01  2.0e+03 -3.8e+03 -1.9e+02  0.0e+00  0.0e+00 -9.1e+01  5.7e+00  2.1e+03  8.9e+01 -5.1e+03 -2.5e+02
 -1.8e+03 -6.2e+00  2.2e+03 -3.9e+03 -1.9e+02  0.0e+00  0.0e+00 -9.1e+01  5.7e+00  2.1e+03  8.9e+01 -5.1e+03 -2.5e+02
  2.6e+03  5.7e+02 -9.4e+02 -2.5e+00  0.0e+00  1.1e+02  3.1e-01 -2.0e+02  0.0e+00  6.4e+01 -1.9e+02 -1.7e+02  5.2e+02
  2.0e+03 -2.1e+03 -1.7e+03  0.0e+00  0.0e+00 -9.1e+01  5.7e+00  2.1e+03  8.9e+01 -5.1e+03 -2.5e+02  1.3e-15 -2.9e-15
  3.0e+01  2.0e+02  2.9e+03  0.0e+00  0.0e+00  1.8e+03  8.9e+01 -5.1e+03 -2.5e+02  1.3e-15 -2.9e-15 -2.7e-15  8.1e-15
 -8.2e+00 -3.4e-01  4.2e+00  0.0e+00  0.0e+00  1.2e+00  0.0e+00 -3.8e+00 -1.5e-01  3.1e+01  4.1e-01  8.2e+01 -1.2e-19
  3.7e+02  2.3e+02 -9.6e+01  0.0e+00  0.0e+00  0.0e+00  0.0e+00 -3.2e+01 -7.3e-01 -6.1e+01  7.8e+00  8.2e+02  3.3e+01
 -1.5e+03 -2.8e+02  1.4e+02  0.0e+00  0.0e+00  0.0e+00  0.0e+00  6.8e+02  3.3e+01  1.2e+03  5.7e+01 -3.1e+03 -1.5e+02
 -1.7e-01 -9.2e-01  1.7e-01  0.0e+00  0.0e+00  0.0e+00  0.0e+00  4.3e-01  0.0e+00  5.8e-01 -5.4e-02 -2.3e+00 -9.5e-02
  1.7e+01 -5.5e+01  1.5e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00 -3.3e+01 -8.2e-01 -6.3e+01  8.1e+00
  1.0e+02  6.0e+02 -1.0e+02  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  7.3e+02  3.5e+01  1.2e+03  6.1e+01
 -3.8e-01 -2.9e-01  1.5e-01  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  4.6e-01  0.0e+00  6.1e-01 -5.7e-02
 -2.6e+01 -1.9e+01  1.0e+01  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00 -3.0e+01 -2.7e-01
  2.1e+02  1.6e+02 -8.3e+01  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  6.4e+02  3.1e+01
  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00  4.1e-01  0.0e+00

